Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
AP-00010152,Current,MITSUBISHI MATERIALS U.S.A. CO,91161885,1018,1018,Wet,None,cnc lathe,CNMG432MS,UE6020,680.0,0.006,0.02,50.0,3.0583333333333336,240,3500,,11.85,4,3.67
AP-00006135,Current,MITSUBISHI MATERIALS U.S.A. CO,91161885,1018,1018,Wet,None,CNC lathe,CNMG432MS,UE6020,680.0,0.006,0.02,50.0,3.0583333333333336,240,7000,,11.85,4,3.67
AP-00008690,Current,MITSUBISHI MATERIALS U.S.A. CO,91161885,1018,1018,Wet,None,CNC lathe,CNMG432MS,UE6020,680.0,0.006,0.02,50.0,3.0583333333333336,240,5000,,11.85,4,3.67
AP-00011354,Current,MITSUBISHI MATERIALS U.S.A. CO,91161885,1018,1018,Wet,,CNC Lathe,CNMG432MS,UE6020,680.0,0.006,0.02,50.0,3.0583333333333336,240,3000,,11.85,4,3.67
AP-00011353,Current,MITSUBISHI MATERIALS U.S.A. CO,65893786,G 30,G 30,Wet,,cnc lathe,GYLM0318F030NGM,VP20RT,400.0,0.003,0.188,60.0,24.25,180,900,,20,2,24.25
AP-00022670,Current,WALTER USA,08442766,350,350,Dry,None,Machining Center,TPMT2151,VP1510,400.0,0.0003,0.025,6.0,714.9870000000001,180,500,,11.94,3,7149.87
AP-00003187,Current,CRITERION MACHINE WORKS INC,04305058,1018,1018,Wet,None,Lathe,solid bar,,150.0,0.001,0.02,1.0,6.1081666666666665,240,300,,11.25,2,366.49
AP-00000264,Current,BORITE MFG CO,0495812,1018,1018,Wet,None,Lathe,0200,C5,300.0,0.002,0.02,20.0,26.176666666666666,300,1000,,120,1,78.53
AP-00011075,Current,"ISCAR METALS, INC.",42701839,4340,4340,Dry,Light,VTL,CNMG 543,IC8250,200.0,0.018,0.2,1.0,149.21466666666666,60,100,,22,4,8952.88
AP-00169742,Current,"ISCAR METALS, INC.",42700708,4340,4340,Wet,Light,Mazak CNC Lathe,CNMG 543,IC 907,250.0,0.014,0.15,1.0,897.5318333333333,60,50,,22.19,4,53851.91
AP-00046889,Current,INGERSOLL CUTTING TOOL COMPANY,51275154,4130,4130,Dry,Light,VTL,CNMG 432,,400.0,0.01,0.1,2.0,197.90566666666666,60,250,,9.75,4,5937.17
AP-00003503,Current,"ISCAR METALS, INC.",45681335,4130,4130,Wet,Light,CNC Lathe,DNMG 432,IC807,500.0,0.015,0.15,3.0,25.131,60,1000,,13.2,4,502.62
AP-00041717,Current,VALENITE INC,62288121,1018,1018,Dry,Light,VTL,DNMG 542,,200.0,0.015,0.2,2.0,301.5706666666667,120,200,,25.5,4,9047.12
AP-00098345,Current,MITSUBISHI MATERIALS U.S.A. CO,36618692,1045 HRS,1045 HRS,Wet,None,Mazak,CNMG643RP,MC6025,250.0,0.02,0.3,1.0,40.05233333333333,300,60,,24.06,4,2403.14
AP-00136199,Current,TUNGALOY,61270211,M2,M2,Wet,None,Lathe,DNMG432-27,T9125,300.0,0.007,0.04,75.0,74.05000000000001,120,15000,,14.9,4,59.24
AP-00006278,Current,"ISCAR METALS, INC.",30650360,4340,4340,Wet,None,HURCO LATHE,CNMG432TF,IC907,400.0,0.008,0.04,37.0,238.36016666666666,30,475,,13.85,4,386.53
AP-00088090,Current,"ISCAR METALS, INC.",01389717,7075,7075,Dry,None,MANUAL LATHE,DCGT3-0 AS,IC20,500.0,0.0058,0.05,24.0,1971.4759999999997,60,375,,19.78,2,4928.69
AP-00096336,Current,"ISCAR METALS, INC.",76367200,17-4 PH,17-4 PH,Wet,,HURCO LATHE,CNMG432 TF,IC907,575.0,0.005,0.2,18.0,154.88400000000001,60,375,,14.35,4,516.28
AP-00160808,Current,TUNGALOY,42698480,H-13,H-13,Wet,,LATHE,DNMG432TM,AH120,425.0,0.0055,0.075,14.0,95.06,90,450,,15.4,4,407.4
AP-00020471,Current,SANDVIK COROMANT,62288907,1018,1018,Wet,None,Lathe,CNGP 431,1005,120.0,0.003,0.06,10.0,58.17333333333334,90,200,,17.54,4,349.04
AP-00023906,Current,SANDVIK COROMANT,62288915,1018,1018,Wet,None,Lathe,CNGP 432,1005,100.0,0.003,0.04,10.0,69.80833333333334,90,200,,17.65,4,418.85
AP-00022672,Current,SANDVIK COROMANT,62288881,1005,1005,Wet,None,LATHE,CNGP 430.5,1005,100.0,0.003,0.04,10.0,69.80833333333334,90,200,,17.7,4,418.85
AP-00053565,Current,KENNAMETAL,43014877,8620,8620,Wet,None,Mazak CNC Mill,DNMG543RN,KC9110,550.0,0.016,0.2,4.0,23.39333333333333,120,792,,35.22,4,350.9
AP-00155879,Current,"ISCAR METALS, INC.",43020817,1018 cast,1018 cast,Wet,None,G&L,cnmg643gn,ic9250,253.0,0.025,0.25,1.0,107.27816666666666,120,50,,23.21,4,6436.69
AP-00148148,Current,KENNAMETAL,91141283,304,304,Wet,,Hitachi Seiki,cnmg432mp,kc25m,400.0,0.008,0.01,1.0,0.13866666666666666,3,345,,15.05,4,8.32
AP-00015602,Current,SANDVIK COROMANT,60178076,K,K,Dry,,Lathe,CNMG 433KR,3205,800.0,0.006,0.02,2.0,23.159333333333333,60,1664,,11.96,4,694.78
AP-00131133,Current,SECO,36207322,4140,4140,Wet,None,SL 25 cnc lathe,CCMT 432 F2,TP 2500,400.0,0.01,0.075,85.0,678.2716666666666,30,350,,16.32,2,478.78
AP-00010220,Current,"ISCAR METALS, INC.",69587491,4140,4140,Wet,Heavy,LATHE,IPN12,908,323.0,0.018,0.134,2.0,4.322333333333333,366,100,,33,2,129.67
AP-00053052,Current,SANDVIK COROMANT,61275434,P2-1045,P2-1045,Wet,None,LU4000,CNMG432PM,4315,1400.0,0.012,0.1,18.0,147.25199999999998,360,5000,,22.43,4,490.84
AP-00050638,Current,SANDVIK COROMANT,61276812,P2-1045,P2-1045,Wet,None,LU4000,CNMG432PM,4315,1400.0,0.01,0.1,26.0,255.23766666666666,360,5000,,22.43,4,589.01
AP-00003861,Current,KENNAMETAL,55633499,1215,1215,Wet,,CNC Lathe,NGD2M200RKRK,KC5025,300.0,0.0025,0.05,500.0,69.25,240,96000,,32.14,2,8.31
AP-00002898,Current,KENNAMETAL,63971212,304,304,Wet,None,Mazak,Cnmg432mn,Kcp30,400.0,0.004,0.02,30.0,1.12,120,5000,,12.53,4,2.24
AP-00155831,Current,KENNAMETAL,71968119,15-5,15-5,Wet,None,Citizen,1256314,KC610,165.0,0.002,0.01,150.0,8.575000000000001,60,10000,,70.39,1,3.43
AP-00007784,Current,WIDIA,89538433,1020,1020,Wet,Light,Lathe,,WU25PT,600.0,0.004,0.15,65.0,283.59499999999997,360,4000,,19.62,2,261.78
AP-00052658,Current,HERTEL,84639947,S7,S7,Dry,None,Lathe,CNMG432,HT115,250.0,0.0055,0.03,1.0,15.204166666666667,720,90,,8.87,4,912.25
AP-00005106,Current,SECO,49429244,4140,4140,Wet,,Mazak,WNMG432M3,TP2500,850.0,0.01,0.03,20.0,14.783333333333333,120,7500,,10.44,6,44.35
AP-00005108,Current,TOOL FLO MFG INC,08576373,4140,4140,Wet,None,Mazak,FLG3125L,GP3,400.0,0.004,0.07,10.0,14.921666666666667,180,5000,,15.51,2,89.53
AP-00008722,Current,SECO,54455142,4140,4140,Wet,None,Mazak,WNMG432 M3,TP2501,750.0,0.01,0.1,20.0,3.49,120,42000,,10.44,6,10.47
AP-00155649,Current,TOOL FLO MFG INC,94593829,Peak,Peak,Wet,,Mazak,FLR3091L,GP50,450.0,0.008,0.1,400.0,6.4,300,100000,,15.51,2,0.96
AP-00000377,Current,Other,QIA,Teflon,Teflon,Wet,,Mazak CNC Lathe,,PCD,550.0,0.004,0.078,80.0,38.08,300,78000,,34.44,1,28.56
AP-00002899,Current,SECO,42698399,4140,4140,Wet,None,Mazak,WNMG432 M3,TP2500,924.0,0.01,0.1,30.0,2.08,180,20000,,10.44,6,4.16
AP-00000476,Current,Other,35844588,Teflon,Teflon,Wet,,Mazak CNC Lathe,STF,PCD,550.0,0.004,0.078,80.0,38.08,600,37500,,27.77,1,28.56
AP-00179626,Current,TOOL FLO MFG INC,31680234,25A,25A,Wet,,Mazak,FLG3062L,GP3,300.0,0.002,0.03,100.0,10.9,60,200000,,15.51,2,6.54
AP-00110429,Current,DORMER TOOLS LLC,57010928,1045 Q&T,1045 Q&T,Wet,Light,Lathe,TNMG432,,550.0,0.006,0.06,20.0,31.73,30,5000,,8.2,6,95.19
AP-00132579,Current,DORMER TOOLS LLC,30370563,300 Series,300 Series,Wet,Light,Lathe,TNMG432,,550.0,0.006,0.06,20.0,19.04,90,5000,,8.2,6,57.12
AP-00174068,Current,SECO,36762870,4140 40-46HRC,4140 40-46HRC,Wet,None,Lathe,CPMT32.51 F1,CP500,320.0,0.003,0.02,20.0,163.61333333333332,180,500,,15.88,2,490.84
AP-00113425,Current,KENNAMETAL,36323301,4340Var,4340Var,Wet,Light,Lathe,SNMM866RM,KCP25,314.0,0.031,0.3,0.5,42.16883333333333,180,2500,,38,4,5060.26
AP-00113427,Current,WALTER USA,08341612,4340Var,4340Var,Wet,Light,Lathe,SNMM866NRR,WPP10S,356.0,0.034,0.3,1.0,67.824,180,2500,,30.5,4,4069.44
AP-00070125,Current,MITSUBISHI MATERIALS U.S.A. CO,53958393,Glass reinforced phenolic,Glass reinforced phenolic,Wet,None,CNC Lathe,CCGT 32.52,HT10,800.0,0.006,0.125,150.0,101.6,300,5000,,9.5,2,40.64
AP-00102382,Current,WIDIA,32573107,6061,6061,Wet,None,HAAS Lathe,3357358,M40,1000.0,0.005,0.25,100.0,314.1333333333333,240,1000,,26,2,188.48
AP-00009036,Current,SANDVIK COROMANT,30372536,1018,1018,Wet,Light,Cnc lathe,Cnmg 433,2015 wmx,700.0,0.012,0.125,1.0,8.975333333333333,180,80,,13.42,4,538.52
AP-00008596,Current,KENNAMETAL,40496788,4140,4140,Wet,Light,lathe,CNMG644MP,KC5010,656.0,0.014,0.08,5.0,20.5225,120,12500,,18.21,8,246.27
AP-00003655,Current,SUMITOMO ELECTRIC CARBIDE INC,76873629,304,304,Wet,None,lathe,CNMG 432 EEG,AC6030M,274.0,0.012,0.025,12.0,23.732,240,3600,,8.45,4,118.66
AP-00003482,Current,SUMITOMO ELECTRIC CARBIDE INC,76873629,304,304,Wet,None,LATHE,CNMG 432 EEG,AC6030M,247.0,0.012,0.025,12.0,40.952,240,3600,,8.45,4,204.76
AP-00007933,Current,"ISCAR METALS, INC.",91548479,440C,440C,Wet,None,Tsugami,DCMT3-0-SM,IC807,400.0,0.002,0.04,500.0,94.5,180,1200000,,14.04,2,11.34
AP-00091841,Current,KENNAMETAL,49429582,316,316,Wet,None,Mazak CNC Lathe,WPMT 21.51,KCU10,200.0,0.004,0.025,10.0,117.80166666666666,60,1000,,10.5,3,706.81
AP-00114571,Current,KENNAMETAL,40484065,304,304,Wet,,Mazak CNC Lathe,WPMT 21.52,KCU10,300.0,0.006,0.025,10.0,8.726666666666667,60,1000,,11.5,3,52.36
AP-00159177,Current,"ISCAR METALS, INC.",78301108,9010,9010,Wet,Light,CNC Lathe,WNMG 432,IC8250,700.0,0.006,0.03,4.0,5.983333333333333,60,1000,,18.2,4,89.75
AP-00109260,Current,KENNAMETAL,57206781,304,304,Wet,,Mazak CNC Lathe,WPMT 21.51,KCU10,350.0,0.004,0.025,10.0,11.218333333333334,60,1000,,11.5,3,67.31
AP-00096886,Current,Other,05543871,Aluminum,Aluminum,Wet,,Hass VF2,TCGT32.52,UD1,750.0,0.007,0.05,150.0,5.6000000000000005,60,25000,,14.6,3,2.24
AP-00096469,Current,VALENITE INC,07183635,CRS,CRS,Wet,None,Swiss CNC,TNMC 32 NV,V1N,120.0,0.025,0.01,180.0,35.82,600,10000,,30,3,11.94
AP-00108804,Current,Other,65933798,D2,D2,,,Mazak,FNR-3047R,cb240,250.0,0.002,0.008,2.0,31.775,300,40,,50,2,953.25
AP-00071955,Current,VARDEX,70482674,d-2,d-2,Wet,None,Mazak lathe,3IL12UN,VKX,650.0,0.012,0.055,10.0,10.74,360,50,,23.61,3,64.44
AP-00120675,Current,SANDVIK COROMANT,64924475,a-2,a-2,Dry,,Lathe,N151.2-A178-40-4G,1125,113.0,0.0043,0.156,1.0,10.177166666666666,360,50,,27.12,1,610.63
AP-00085322,Current,KENNAMETAL,37771219,d-2,d-2,,,Engine Lathe Tool Room,TPU322,KC850,900.0,0.012,0.03,10.0,11.635,300,1000,,20.58,3,69.81
AP-00160875,Current,SECO,18601690,304,304,Wet,None,Hardinge Lathe,CNMG433 M5,TM2501,410.0,0.012,0.08,15.0,7.565000000000001,300,1450,,13.08,4,30.26
AP-00011114,Current,INGERSOLL CUTTING TOOL COMPANY,76367606,4340,4340,Dry,Heavy,VTL,TNMG 543,TT8115,150.0,0.015,0.25,1.0,94.4735,60,50,,16.5,6,5668.41
AP-00071181,Current,KENNAMETAL,76371228,1018,1018,Wet,None,Acme,CPMT3251UF,kc5010,360.0,0.0032,0.05,120.0,81.8,120,15000,,24.64,2,40.9
AP-00004530,Current,MADE IN USA,71966378,Ultraflon,Ultraflon,Dry,None,ProtoTrak,,PCD,200.0,0.0005,0.03,0.01,0.039266666666666665,60,1,,120,1,235.6
AP-00095133,Current,SANDVIK COROMANT,76370113,304,304,Wet,Heavy,CNC Lathe,5724442,1115,225.0,0.008,0.05,25.0,50.175000000000004,300,2500,,19,4,120.42
AP-00010811,Current,MITSUBISHI MATERIALS U.S.A. CO,78071529,Exotic Plastic,Exotic Plastic,Wet,None,CNC Lathe,VNMG332,,400.0,0.003,0.2,10.0,65.44500000000001,180,900,,17,4,392.67
AP-00077629,Current,KENNAMETAL,50942994,Nitronic 60,Nitronic 60,Wet,None,NL2500,WNMG432MS,KCU10,480.0,0.008,0.04,6.0,0.7729999999999999,320,1800,,14.1,6,7.73
AP-00136260,Current,KOMET INC,59874578,17-4,17-4,Wet,None,ENGINE LATHE,TOHX090202 G20,K10,160.0,0.0015,0.03,23.0,508.01633333333336,120,350,,18.45,2,1325.26
AP-00022858,Current,KORLOY,63450027,M2,M2,Wet,None,Turning Center,NC5330,SP300,235.0,0.004,0.1,40.0,5.566666666666666,300,5073,,6.07,1,8.35
AP-00137819,Current,KORLOY,43014596,1045,1045,,,Turning Center,CNMG432 GR,NC3120,750.0,0.01,0.06,100.0,15.7,300,18000,,6.15,4,9.42
AP-00077186,Current,SUMITOMO ELECTRIC CARBIDE INC,36762904,Steel 55 HRC,Steel 55 HRC,Dry,Light,Lathe,CNMG432,BN2000,550.0,0.004,0.01,2.0,20.704333333333334,300,450,,38,2,621.13
AP-00061358,Current,KENNAMETAL,69773521,316,316,Wet,None,EuroTech Lath,LT16ER14NPT,5025,328.0,0.0714,0.002,100.0,20.599999999999998,3,100000,,14.93,3,12.36
AP-00019078,Current,TOOL FLO MFG INC,43020429,1018,1018,Wet,None,Doosan,CNMG642,AGS50,350.0,0.016,0.08,32.0,24.0,240,20000,,16,4,45.0
AP-00116245,Current,KENNAMETAL,43015056,4130,4130,Wet,Light,CNC Lathe,CNMG 432,KCP10,400.0,0.015,0.02,3.0,44.5025,60,600,,18.62,4,890.05
AP-00090653,Current,SECO,12597563,465,465,Wet,None,Okuma Multis,CNMG432MF4,TM2000,300.0,0.01,0.04,10.0,6.545000000000001,60,10400,,18.75,4,39.27
AP-00113357,Current,SANDVIK COROMANT,15116924,465SS,465SS,Wet,None,Tsugami,VBMT221 PF,4315,200.0,0.0045,0.015,15.0,9.5975,60,6500,,15.35,2,38.39
AP-00113356,Current,SANDVIK COROMANT,12595054,465SS,465SS,Wet,None,Tsugami,CCMT32.52 UM,4315,300.0,0.01,0.04,3.0,4.6075,60,6500,,10.99,2,92.15
AP-00006529,Current,SANDVIK COROMANT,54733118,APX4,APX4,Wet,Light,lathe,TCMT 3252,4225,275.0,0.01,0.04,5.0,66.635,5,2000,,12,4,799.62
AP-00006534,Current,SANDVIK COROMANT,52072840,APX4,APX4,Wet,Light,Lathe,VNMG 332,3225,275.0,0.01,0.04,5.0,66.635,5,2000,,12,4,799.62
AP-00020806,Current,KENNAMETAL,42665844,1015,1015,Wet,None,Screw Machine,NG KC722,KC722,255.0,0.02,0.75,1255.0,72.37166666666667,180,200000,,13.5,1,3.46
AP-00016044,Current,TUNGALOY,61751152,4140,4140,Wet,Light,Lathe,CNMG432,T91125,450.0,0.001,0.08,100.0,465.3833333333334,180,600,,9.45,4,279.23
AP-00016041,Current,TUNGALOY,36324218,4140,4140,Wet,Light,Lathe,CNMG432,T9125,450.0,0.001,0.08,100.0,465.3833333333334,180,600,,9.45,4,279.23
AP-00004928,Current,KENNAMETAL,73806770,Inco 718,Inco 718,Wet,None,Leblond Engine Lathe,SNMG 433 MS,KC5510,264.0,0.016,0.25,0.5,22.310833333333335,240,20,,17.48,8,2677.3
AP-00004929,Current,KENNAMETAL,37604238,316,316,Wet,None,CNC lathe,CNGG FS,KC5510,220.0,0.005,0.01,3.0,34.9835,240,250,,14.71,4,699.67
AP-00002188,Current,VALENITE INC,73812711,4140,4140,Wet,Light,Lathe,TPMR322PF5,VP5625,400.0,0.01,0.06,8.0,6.282666666666667,180,1600,,9,3,47.12
AP-00108649,Current,WALTER USA,93756955,4140,4140,Wet,Light,LATHE,CNMG432,WPP30,350.0,0.002,0.06,3.0,80.77799999999999,180,200,,10.5,4,1615.56
AP-00017983,Current,WALTER USA,42500827,4140,4140,Dry,Light,Lathe,TPMR3.21,WPP25,500.0,0.002,0.09,3.0,6.282500000000001,180,2500,,10.33,3,125.65
AP-00004280,Current,VALENITE INC,69799484,4140,4140,Wet,Light,Lathe,DNMG 432 M8,VP5625,500.0,0.01,0.125,14.0,35.18433333333333,180,1250,,11.15,4,150.79
AP-00006979,Current,VALENITE INC,32332538,4135,4135,Dry,Light,Lathe,TCMT21.51PM4,VP5625,590.0,0.002,0.05,5.0,29.949166666666667,180,200,,9.5,3,359.39
AP-00085965,Current,WALTER USA,39697065,4140,4140,Dry,Light,lathe,DPMT2151 PF1,VP5635,450.0,0.004,0.075,15.0,13.09,180,2500,,9,2,52.36
AP-00020363,Current,"ISCAR METALS, INC.",43032887,13 Chrome,13 Chrome,Wet,None,CNC Lathe,DNMG 432,IC3028,200.0,0.008,0.1,2.0,5.235666666666666,60,1000,,11.3,4,157.07
AP-00082774,Current,KENNAMETAL,41062787,Lescowear,Lescowear,Wet,None,CNC Swiss,VBGT221LF,KC5010,116.0,0.0008,0.01,170.0,33.093333333333334,180,300000,,27.26,2,11.68
AP-00001475,Current,TUNGALOY,61279410,4140,4140,Wet,Light,LATHE,SNMG543RM,T9325,374.0,0.018,0.15,0.5,63.695166666666665,60,250,,7,8,7643.42
AP-00090592,Current,SANDVIK COROMANT,09227133,17-4,17-4,Wet,Heavy,Lathe,61465068,1125,500.0,0.0035,0.1,15.0,67.315,250,1000,,19,4,269.26
AP-00088732,Current,SANDVIK COROMANT,30888168,Carpenter,Carpenter,Dry,Heavy,Doosan lathe,49456098,7115,156.0,0.0016,0.002,150.0,191.15,240,1000,,185,4,76.46
AP-00005980,Current,SECO,37817533,K50,K50,Wet,None,Manual Lathe,WNMG432,TP1500,471.0,0.008,0.1,3.0,30.012999999999998,5,624,,13.42,6,600.26
AP-00005977,Current,SECO,37817533,k50,k50,Wet,None,Manual Lathe,WNMG432,TP1500,471.0,0.008,0.1,3.0,80.0345,5,624,,13.42,6,1600.69
AP-00072920,Current,"ISCAR METALS, INC.",52071974,21-6-9,21-6-9,Wet,None,Lathe,CXMG 090408 M3M,IC6025,300.0,0.012,0.08,14.0,1.6286666666666667,10,225000,,8.95,4,6.98
AP-00042775,Current,KENNAMETAL,52071974,6AL-4V,6AL-4V,Wet,None,Lathe,32.53 MP,KCU10,200.0,0.01,0.08,50.0,14.725000000000001,10,216000,,15.37,2,17.67
AP-00000679,Current,"ISCAR METALS, INC.",61158598,21-6-9,21-6-9,Wet,None,Lathe,WNMG432 M3M,IC6015,600.0,0.015,0.08,23.0,4.469666666666667,300,217310,,10.37,6,11.66
AP-00042774,Current,KENNAMETAL,32593444,6AL-4V,6AL-4V,Wet,None,Lathe,32.53 MP,KCU10,200.0,0.01,0.08,50.0,11.783333333333333,10,216000,,15.37,2,14.14
AP-00042779,Current,KENNAMETAL,32593444,6AL-4V,6AL-4V,Wet,None,Lathe,32.52 MF,KC5025,250.0,0.01,0.06,4.0,1.466,10,50000,,12.28,2,21.99
AP-00082747,Current,SANDVIK COROMANT,42097436,21-6-9,21-6-9,Wet,None,Lathe,CCMT 3253 MR,2025,225.0,0.008,0.06,5.0,2.1816666666666666,10,35000,,12.64,2,26.18
AP-00010248,Current,SANDVIK COROMANT,06833743,6AL-4V,6AL-4V,Wet,None,Lathe,DCMT21.52,UM1115,500.0,0.006,0.015,36.0,1.8840000000000001,2,100,,8.44,2,3.14
AP-00019043,Current,KENNAMETAL,91141598,6AL-4V,6AL-4V,Wet,None,Lathe,CCMT3252MF,KC5025,250.0,0.01,0.06,5.0,0.8333333333333333,10,50000,,12.28,2,10.0
AP-00019040,Current,"ISCAR METALS, INC.",78273380,6AL-4V,6AL-4V,Wet,None,Lathe,ING2062R,IC807,1200.0,0.003,0.01,21.0,7.0,10,25000,,7.38,2,20.0
AP-00067659,Current,KENNAMETAL,36017663,6AL-4V,6AL-4V,Wet,None,Lathe,WPMT,KCU25,200.0,0.004,0.04,30.0,24.54,10,400000,,22.75,6,49.08
AP-00075136,Current,KENNAMETAL,60296571,21-6-9,21-6-9,Wet,None,Lathe,543,KC5010,500.0,0.018,0.23,42.0,2.8979999999999997,10,150000,,22.43,4,4.14
AP-00039907,Current,KENNAMETAL,46867628,6al-4v,6al-4v,Wet,Light,Lathe,CDHB120605,KC5010,80.0,0.002,0.01,140.0,572.6466666666665,10,220000,,10.03,2,245.42
AP-00082744,Current,SANDVIK COROMANT,42097436,21-6-9,21-6-9,Wet,Light,Lathe,CCMT 32.53 MR,2025,250.0,0.01,0.06,10.0,1.4449999999999998,10,80000,,12.64,2,8.67
AP-00039965,Current,KENNAMETAL,52071974,21-6-9,21-6-9,Wet,None,Lathe,32.52 MF,KC5025,200.0,0.008,0.06,22.0,21.596666666666668,10,260000,,12.28,2,58.9
AP-00097535,Current,KENNAMETAL,62412184,21-6-9,21-6-9,Wet,None,Lathe,543 RP,KC5010,350.0,0.018,0.315,7.0,1.7453333333333334,10,15000,,22.43,4,14.96
AP-00039665,Current,"ISCAR METALS, INC.",61158598,6al-4v,6al-4v,Wet,None,Lathe,432,Ic806,800.0,0.015,0.075,25.0,1.0916666666666666,10,220000,,6.54,4,2.62
AP-00072424,Current,KENNAMETAL,53236956,21-6-9,21-6-9,Wet,None,Lathe,NG3078 K,KC730,150.0,0.003,0.05,68.0,4.748666666666668,10,216000,,18.54,2,4.19
AP-00072425,Current,KENNAMETAL,72437239,21-6-9,21-6-9,Wet,None,Lathe,NG3125RK,KC730,150.0,0.003,0.05,55.0,6.2425,10,216000,,10.12,2,6.81
AP-00072426,Current,KENNAMETAL,71981278,21-6-9,21-6-9,Wet,None,Lathe,NG3189 RK,KC730,150.0,0.003,0.05,64.0,10.613333333333333,10,216000,,14.26,2,9.95
AP-00072422,Current,KENNAMETAL,32080723,21-6-9,21-6-9,Wet,None,Lathe,NG2094 RK,KC730,150.0,0.003,0.05,53.0,4.1605,10,216000,,13.33,2,4.71
AP-00072494,Current,KENNAMETAL,78483773,21-6-9,21-6-9,Wet,None,Lathe,NG2062,KC5010,150.0,0.003,0.05,67.0,3.5063333333333335,10,216000,,17.37,2,3.14
AP-00046810,Current,"ISCAR METALS, INC.",00463893,21-6-9,21-6-9,Wet,None,Lathe,CCGT 03X101-F1P,IC908,261.0,0.001,0.005,70.0,140.42,10,216000,,11.53,2,120.36
AP-00051697,Current,"ISCAR METALS, INC.",00463893,21-6-9,21-6-9,Wet,None,Lathe,CCGT 03X101-F1P,IC908,33.0,0.001,0.007,80.0,1857.3333333333333,10,216000,,11.53,2,1393.0
AP-00011789,Current,SANDVIK COROMANT,6989933,6AL-4V,6AL-4V,Wet,None,Lathe,21.50,1115,500.0,0.003,0.01,38.0,6.631,10,45000,,12.83,2,10.47
AP-00011784,Current,SANDVIK COROMANT,6989939,6AL-4V,6AL-4V,Wet,None,Lathe,21.52,1115,500.0,0.006,0.015,36.0,3.144,10,55000,,8.44,2,5.24
AP-00042616,Current,KENNAMETAL,32593444,6AL-4V,6AL-4V,Wet,None,Lathe,32.52 MF,KC5025,200.0,0.008,0.06,20.0,3.2733333333333334,10,216000,,12.28,2,9.82
AP-00033586,Current,SANDVIK COROMANT,6734712,21-6-9,21-6-9,Wet,None,Lathe,N51.3-A097-25-4G,,785.0,0.002,0.025,120.0,40.02,10,216000,,12.17,1,20.01
AP-00011788,Current,SANDVIK COROMANT,6989939,21-6-9,21-6-9,Wet,None,Lathe,21.52,1115,500.0,0.006,0.015,36.0,3.144,10,55000,,8.44,2,5.24
AP-00033588,Current,SANDVIK COROMANT,6734712,6AL-4V,6AL-4V,Wet,None,Lathe,N51.3-A097-25-4G,,628.0,0.002,0.02,200.0,83.36666666666666,10,216000,,12.17,1,25.01
AP-00002639,Current,"ISCAR METALS, INC.",91141101,21-6-9,21-6-9,Wet,None,Lathe,WNMG432 M3M,IC6015,515.0,0.015,0.08,23.0,7.045666666666666,300,217310,,10.37,6,18.38
AP-00002650,Current,KENNAMETAL,91141101,21-6-9,21-6-9,Wet,None,Lathe,CNMG 432A-3J,SP3019,515.0,0.015,0.15,115.0,17.614166666666666,300,217310,,6.12,4,9.19
AP-00072427,Current,KENNAMETAL,54594858,21-6-9,21-6-9,Wet,None,Lathe,NGD3125 RK,KC730,150.0,0.003,0.05,57.0,6.469499999999999,10,216000,,13.93,2,6.81
AP-00072423,Current,KENNAMETAL,87084919,21-6-9,21-6-9,Wet,None,Lathe,KC3062 RK,KC730,150.0,0.003,0.05,53.0,2.7736666666666667,10,216000,,12.1,2,3.14
AP-00033503,Current,KENNAMETAL,49423874,6-AL-4V,6-AL-4V,Wet,None,Lathe,32.52 MF,KC5025,200.0,0.008,0.06,25.0,8.179166666666667,10,216000,,12.28,2,19.63
AP-00042826,Current,KENNAMETAL,52071974,6AL-4V,6AL-4V,Wet,None,Lathe,32.52 MF,KC5025,250.0,0.01,0.06,20.0,2.0933333333333333,10,216000,,12.28,2,6.28
AP-00019044,Current,KENNAMETAL,40261455,6AL-4V,6AL-4V,Wet,None,Lathe,VNMG 331,KCU10,1500.0,0.0035,0.02,59.0,9.833333333333332,10,40000,,13.55,4,10.0
AP-00033692,Current,KENNAMETAL,49423874,21-6-9,21-6-9,Wet,None,Lathe,32.52 MF,KC5025,200.0,0.012,0.06,60.0,26.18,10,216000,,12.28,2,26.18
AP-00020924,Current,KENNAMETAL,40261455,6AL4V,6AL4V,Wet,None,Lathe,331,KCU10,490.0,0.0035,0.035,59.0,22.51833333333333,10,50000,,13.55,4,22.9
AP-00042778,Current,KENNAMETAL,52071974,6AL-4V,6AL-4V,Wet,None,Lathe,32.52 MF,KC5025,250.0,0.01,0.06,4.0,1.2566666666666668,10,50000,,12.28,2,18.85
AP-00029053,Current,KENNAMETAL,04946042,21-6-9,21-6-9,Wet,None,Lathe,2151LF,KC730,200.0,0.003,0.012,119.0,155.75116666666665,10,216000,,9.5,2,78.53
